id,Country,Year,DiseaseName,DiseaseCategory,PrevalenceRate,IncidenceRate,MortalityRate,AgeGroup,Gender,PopulationAffected,HealthcareAccess,DoctorsPer1000,HospitalBedsPer1000,TreatmentType,AverageTreatmentCost,AvailabilityOfVaccinesTreatment,RecoveryRate,DALYs,ImprovementIn5Years,PerCapitaIncome,EducationIndex,UrbanizationRate
76528,Mexico,2015,Hepatitis,Neurological,19.6,1.38,5.24,19-35,Male,524333,55.16,1.54,9.35,Surgery,753.0,Yes,94.79,1779.0,1.64,81844.0,0.85,70.6
76530,France,2022,Influenza,Autoimmune,1.47,14.82,3.0,0-18,Other,654139,99.0,4.42,1.63,Medication,17345.0,No,71.84,3338.0,5.98,95336.0,0.82,83.8
76531,France,2001,Hypertension,Respiratory,19.16,5.87,5.02,0-18,Male,95523,50.5,4.64,8.93,Medication,14247.0,No,53.15,3956.0,9.01,70059.0,0.57,33.62
76540,Brazil,2003,Influenza,Infectious,1.93,4.52,3.69,61+,Female,490070,69.19,1.25,6.18,Surgery,3868.0,No,92.54,3516.0,9.33,6436.0,0.68,82.3
76542,Mexico,2001,Hypertension,Cardiovascular,11.52,9.81,5.67,19-35,Female,858747,64.31,4.52,6.02,Therapy,31796.0,No,68.38,2880.0,0.99,17177.0,0.56,56.26
76543,Italy,2008,COVID-19,Autoimmune,6.2,11.27,1.02,61+,Male,385860,71.78,4.05,6.41,Medication,43660.0,No,83.77,1856.0,9.92,86521.0,0.74,88.65
76548,UK,2024,Dengue,Autoimmune,15.46,2.9,6.26,36-60,Other,845271,84.55,2.04,3.43,Surgery,21793.0,Yes,83.15,3211.0,4.11,90565.0,0.57,81.37
76554,Saudi Arabia,2012,Influenza,Parasitic,8.05,7.35,0.63,61+,Female,628017,60.57,0.74,4.31,Therapy,11009.0,Yes,50.52,4080.0,6.5,93566.0,0.46,41.13
76559,Saudi Arabia,2004,Tuberculosis,Neurological,11.6,4.41,1.09,36-60,Male,612203,96.33,4.82,8.34,Therapy,18056.0,Yes,52.64,2494.0,9.08,7392.0,0.62,67.54
76562,Nigeria,2011,Parkinson's Disease,Respiratory,17.71,4.17,3.46,0-18,Male,894631,68.97,4.27,7.82,Surgery,24910.0,Yes,59.48,2647.0,8.49,55144.0,0.6,27.93
76568,Saudi Arabia,2022,Hypertension,Autoimmune,5.48,10.35,7.59,19-35,Other,113696,86.87,2.99,6.9,Surgery,19602.0,Yes,87.14,785.0,5.57,93496.0,0.43,28.44
76580,Germany,2019,Cancer,Genetic,11.83,0.51,1.82,36-60,Other,527903,83.22,4.55,7.71,Medication,1191.0,No,80.04,2209.0,5.37,43347.0,0.83,71.28
76581,India,2000,Hypertension,Genetic,11.14,12.58,7.65,0-18,Other,727218,68.62,1.39,0.84,Medication,21780.0,No,93.86,3055.0,2.57,9473.0,0.52,57.9
76589,Saudi Arabia,2006,Influenza,Parasitic,7.21,2.66,9.14,61+,Female,282125,59.92,2.12,4.77,Therapy,6923.0,Yes,75.36,3298.0,2.52,42738.0,0.79,60.69
76591,France,2018,Rabies,Parasitic,8.81,9.12,8.8,0-18,Male,774940,97.43,0.72,3.46,Vaccination,47327.0,Yes,87.07,2087.0,7.84,92112.0,0.81,48.39
76593,Russia,2020,Hepatitis,Autoimmune,2.51,10.35,5.81,19-35,Male,383555,58.58,2.86,5.38,Therapy,28004.0,No,91.87,1917.0,3.75,66194.0,0.71,82.19
76594,USA,2023,Influenza,Respiratory,6.38,5.12,4.3,19-35,Other,715191,99.29,4.92,8.57,Surgery,22635.0,No,63.42,4537.0,6.43,90634.0,0.67,55.51
76600,Germany,2017,Tuberculosis,Genetic,14.74,11.39,0.24,61+,Female,411732,87.17,0.78,5.02,Surgery,42657.0,No,66.39,1831.0,3.61,54512.0,0.84,49.95
76609,Japan,2003,Hepatitis,Infectious,19.94,11.74,1.96,0-18,Male,856959,94.98,0.67,2.5,Vaccination,42472.0,Yes,75.83,2167.0,5.51,42671.0,0.51,66.87
76616,Russia,2023,Influenza,Metabolic,18.25,1.17,7.22,19-35,Male,374274,84.12,1.64,9.99,Therapy,9583.0,Yes,59.26,3196.0,5.08,49891.0,0.79,75.76
76624,Argentina,2007,Malaria,Infectious,0.18,8.71,8.88,0-18,Other,826086,72.25,2.37,1.46,Therapy,25047.0,No,72.49,1091.0,6.46,46282.0,0.73,66.49
76625,India,2002,Alzheimer's Disease,Infectious,19.02,7.49,7.69,61+,Other,317482,85.86,1.59,4.33,Therapy,12877.0,No,59.51,2995.0,5.7,86817.0,0.44,69.52
76626,China,2020,Hepatitis,Genetic,2.89,12.28,7.64,0-18,Male,940716,84.18,4.23,4.1,Medication,31837.0,Yes,66.75,2792.0,5.19,73353.0,0.68,74.12
76632,Indonesia,2000,Polio,Neurological,11.9,10.67,6.2,19-35,Female,338045,92.13,4.23,8.79,Medication,26087.0,Yes,89.74,2476.0,2.27,51229.0,0.56,74.93
76635,Canada,2000,Polio,Metabolic,16.4,10.21,6.24,36-60,Other,275156,58.77,1.68,2.02,Therapy,47727.0,No,53.25,1641.0,5.38,92092.0,0.81,66.24
76640,Italy,2019,COVID-19,Cardiovascular,18.81,2.07,7.13,61+,Other,321664,51.06,3.54,0.9,Vaccination,231.0,No,83.71,2690.0,3.77,32328.0,0.83,35.87
76642,India,2019,Polio,Genetic,11.37,11.9,3.3,61+,Other,142301,54.35,3.06,7.79,Therapy,19457.0,Yes,81.8,3734.0,8.96,92565.0,0.67,87.86
76651,Canada,2001,Hepatitis,Infectious,12.13,10.29,7.44,36-60,Other,136166,80.1,4.33,9.93,Vaccination,9896.0,Yes,54.4,1952.0,3.09,5388.0,0.87,38.88
76653,Russia,2012,Leprosy,Bacterial,5.89,1.66,0.69,36-60,Male,936585,88.72,1.7,1.6,Surgery,28845.0,No,65.68,3179.0,9.64,17483.0,0.68,58.12
76656,Argentina,2023,Hypertension,Autoimmune,16.69,9.82,3.34,0-18,Male,181777,80.53,3.05,4.62,Vaccination,17081.0,Yes,77.73,4522.0,3.21,30196.0,0.61,82.55
76668,South Korea,2007,Diabetes,Autoimmune,6.68,1.65,9.43,36-60,Other,90616,58.05,3.25,8.73,Therapy,46455.0,No,93.05,2438.0,4.63,24556.0,0.8,52.91
76669,UK,2005,Polio,Chronic,2.47,9.44,9.42,36-60,Other,597533,65.31,2.44,8.53,Therapy,7632.0,No,79.38,4864.0,5.0,79987.0,0.7,60.18
76672,South Korea,2019,Hepatitis,Genetic,10.96,12.17,8.53,0-18,Male,637534,86.1,1.25,7.44,Medication,44629.0,No,64.52,906.0,1.55,42856.0,0.66,73.02
76673,Japan,2010,Dengue,Infectious,3.68,13.06,8.31,36-60,Male,930238,56.36,4.97,6.93,Vaccination,19848.0,Yes,61.26,3817.0,8.32,97275.0,0.7,29.47
76685,Saudi Arabia,2008,HIV/AIDS,Parasitic,1.55,7.75,2.68,19-35,Female,342132,81.58,3.01,6.65,Vaccination,35703.0,No,57.32,3780.0,3.75,41918.0,0.77,83.76
76691,Turkey,2006,Hypertension,Cardiovascular,6.19,8.76,3.03,36-60,Male,637964,89.16,2.4,4.58,Surgery,26341.0,No,62.68,1601.0,6.65,90405.0,0.8,71.08
76692,India,2010,Influenza,Viral,17.62,7.21,7.67,36-60,Male,401501,84.63,0.76,2.39,Vaccination,15461.0,No,63.01,4738.0,6.26,62057.0,0.41,24.02
76695,Indonesia,2011,HIV/AIDS,Autoimmune,7.24,11.0,3.26,19-35,Female,373775,68.65,3.32,3.28,Surgery,28785.0,Yes,59.82,2400.0,5.53,40948.0,0.75,29.34
76696,Japan,2009,COVID-19,Chronic,17.39,8.54,8.58,19-35,Female,853659,54.25,3.98,7.51,Medication,42288.0,Yes,94.08,1325.0,5.03,50568.0,0.86,26.94
76698,China,2003,Alzheimer's Disease,Neurological,19.53,13.44,6.58,19-35,Male,669401,66.77,1.45,0.76,Medication,21057.0,No,59.74,4934.0,7.5,86569.0,0.69,35.32
76701,USA,2006,Rabies,Respiratory,0.38,10.53,0.81,0-18,Female,66362,79.13,4.56,5.63,Medication,9446.0,Yes,97.78,2550.0,6.91,5984.0,0.8,87.89
76710,Indonesia,2008,Leprosy,Genetic,6.46,9.45,8.18,0-18,Male,600491,80.74,3.03,8.2,Therapy,29336.0,No,82.66,3644.0,6.76,45368.0,0.59,78.21
76711,Mexico,2019,Asthma,Neurological,11.64,12.26,1.53,61+,Other,489665,94.75,3.94,8.61,Medication,48837.0,No,96.18,2473.0,3.43,91846.0,0.59,84.95
76713,Australia,2015,Leprosy,Parasitic,12.53,13.05,1.52,36-60,Female,258171,65.26,3.91,9.41,Therapy,6600.0,No,81.16,4352.0,0.84,88844.0,0.7,88.19
76721,China,2021,Hepatitis,Chronic,11.31,10.17,6.46,0-18,Male,471305,86.68,4.03,4.19,Surgery,11293.0,No,52.5,4208.0,8.98,9261.0,0.6,26.26
76727,Russia,2007,Parkinson's Disease,Parasitic,9.91,2.66,7.49,36-60,Female,689601,69.38,4.0,9.65,Vaccination,23072.0,Yes,97.82,1227.0,4.43,50108.0,0.73,64.66
76730,Mexico,2022,Malaria,Viral,12.12,0.87,5.48,19-35,Male,878702,55.97,4.7,0.67,Surgery,23650.0,Yes,93.36,3096.0,5.77,57307.0,0.61,63.93
76737,Canada,2019,HIV/AIDS,Cardiovascular,18.57,9.46,9.97,61+,Female,729351,60.49,3.41,3.28,Vaccination,37516.0,No,56.78,1117.0,8.09,70864.0,0.88,73.09
76738,Germany,2003,Hypertension,Cardiovascular,16.97,3.84,1.9,61+,Other,467998,82.76,1.02,9.76,Vaccination,20298.0,No,71.72,1766.0,5.95,59269.0,0.54,87.83
76746,Germany,2015,Rabies,Autoimmune,6.86,8.23,4.22,61+,Female,653175,83.87,4.28,3.83,Vaccination,6678.0,Yes,66.09,4781.0,4.61,14806.0,0.41,66.59
76755,India,2001,Parkinson's Disease,Autoimmune,6.77,0.2,3.57,19-35,Female,867578,98.34,2.75,5.59,Surgery,20390.0,No,91.33,2614.0,2.65,9006.0,0.43,36.16
76757,Canada,2008,Leprosy,Bacterial,14.79,1.04,8.2,19-35,Other,292597,57.47,4.56,7.63,Medication,21137.0,Yes,96.57,4387.0,1.36,56542.0,0.63,56.86
76759,Canada,2021,Influenza,Cardiovascular,7.96,13.68,2.53,61+,Female,710726,62.69,1.67,0.89,Therapy,37312.0,Yes,58.6,1706.0,0.96,47672.0,0.79,76.63
76760,Brazil,2000,Ebola,Metabolic,11.34,6.84,1.85,61+,Male,644648,52.44,2.97,2.32,Vaccination,47997.0,No,59.39,2062.0,1.09,7519.0,0.59,62.33
76767,Italy,2016,Influenza,Respiratory,9.62,10.47,7.84,36-60,Other,132104,68.59,2.01,9.31,Therapy,46818.0,No,85.79,2767.0,0.87,75419.0,0.77,86.37
76768,Indonesia,2017,Asthma,Bacterial,3.27,11.23,8.75,61+,Other,395310,54.31,2.13,7.27,Therapy,10635.0,Yes,89.67,1120.0,7.97,62675.0,0.7,82.4
76769,India,2006,Rabies,Metabolic,18.12,12.04,1.66,19-35,Other,43641,67.29,3.93,9.47,Surgery,10509.0,Yes,86.15,2033.0,6.15,16448.0,0.54,68.66
76787,UK,2005,Leprosy,Viral,16.11,1.45,6.12,0-18,Male,918706,89.34,4.12,6.11,Vaccination,45796.0,Yes,84.73,2682.0,4.75,1816.0,0.67,43.57
76794,Nigeria,2005,Asthma,Respiratory,16.15,2.87,4.33,36-60,Male,455322,68.63,1.75,9.35,Therapy,5256.0,Yes,54.69,1672.0,3.01,6367.0,0.46,49.76
76797,Russia,2015,Polio,Cardiovascular,8.06,10.93,2.81,61+,Other,218986,74.15,0.91,9.45,Medication,48167.0,No,65.09,702.0,8.63,28318.0,0.67,36.54
76799,Indonesia,2000,Polio,Infectious,7.63,2.26,5.17,0-18,Male,394071,93.9,2.48,6.96,Medication,19329.0,Yes,89.33,3532.0,6.83,95556.0,0.45,37.35
76804,Canada,2010,Influenza,Metabolic,10.96,8.32,1.86,0-18,Male,52321,84.63,4.21,2.84,Medication,36899.0,Yes,91.7,1128.0,2.62,29748.0,0.54,41.34
76808,France,2004,Rabies,Viral,16.21,12.52,9.43,0-18,Female,365736,80.7,0.64,8.49,Medication,4214.0,Yes,65.96,1828.0,8.31,43665.0,0.47,55.77
76814,Turkey,2000,Dengue,Cardiovascular,12.93,14.62,5.18,0-18,Female,942810,50.47,3.9,0.97,Medication,34390.0,Yes,82.2,4604.0,1.25,84724.0,0.58,74.4
76815,Italy,2017,Cancer,Viral,6.06,8.82,8.75,36-60,Other,924345,98.82,2.99,8.95,Vaccination,31306.0,Yes,75.67,4420.0,7.24,90690.0,0.49,82.68
76818,Mexico,2006,Measles,Genetic,6.36,4.56,4.34,19-35,Female,506145,97.54,0.83,9.14,Medication,44380.0,Yes,92.4,2311.0,7.16,45005.0,0.74,73.7
76821,UK,2009,Polio,Viral,19.4,7.82,6.61,19-35,Female,488624,87.44,2.34,3.27,Medication,44302.0,Yes,76.72,1320.0,4.45,96595.0,0.57,73.47
76822,Brazil,2006,HIV/AIDS,Cardiovascular,9.13,1.79,1.71,61+,Other,204704,66.68,3.56,1.52,Surgery,39903.0,Yes,90.96,4744.0,9.92,37860.0,0.43,58.3
76823,Italy,2024,Parkinson's Disease,Genetic,2.2,13.65,3.49,36-60,Male,842734,58.11,2.78,2.61,Vaccination,40865.0,Yes,61.59,3361.0,3.71,21283.0,0.53,54.37
76824,Italy,2021,Alzheimer's Disease,Bacterial,5.23,13.69,3.94,0-18,Other,934335,52.11,2.81,9.5,Vaccination,14978.0,No,79.26,4378.0,9.8,9905.0,0.42,64.63
76827,Indonesia,2000,Dengue,Chronic,11.1,12.78,3.37,0-18,Female,350868,78.56,4.31,9.23,Surgery,49518.0,No,57.08,2013.0,0.26,88589.0,0.67,84.49
76829,Turkey,2010,Influenza,Parasitic,2.85,9.51,3.01,19-35,Other,620833,56.03,1.36,8.49,Therapy,4705.0,Yes,98.82,4363.0,3.94,19534.0,0.67,36.63
76831,Italy,2016,Rabies,Bacterial,19.22,8.3,6.98,0-18,Female,567526,50.0,3.23,7.68,Medication,10127.0,No,74.13,25.0,5.71,28668.0,0.68,43.14
76832,Italy,2011,Leprosy,Neurological,1.42,13.15,1.43,0-18,Male,530236,87.41,1.07,9.15,Medication,49410.0,Yes,70.93,2136.0,4.3,3559.0,0.43,69.56
76841,Mexico,2000,Rabies,Autoimmune,15.48,7.43,7.44,19-35,Female,78308,70.22,4.06,3.81,Vaccination,28243.0,Yes,51.44,2464.0,8.46,71292.0,0.67,47.48
76842,South Korea,2002,HIV/AIDS,Autoimmune,4.06,2.86,9.84,0-18,Other,951043,73.94,2.02,4.61,Therapy,7644.0,Yes,92.06,958.0,5.9,57661.0,0.73,32.39
76846,Argentina,2018,Asthma,Parasitic,9.69,13.05,5.44,0-18,Female,325243,81.73,4.59,6.24,Therapy,13856.0,Yes,65.59,4774.0,0.93,72054.0,0.57,32.43
76847,Russia,2015,Ebola,Metabolic,15.23,11.48,0.5,36-60,Male,86882,61.42,0.97,7.3,Vaccination,22108.0,Yes,64.05,4237.0,8.6,73556.0,0.86,38.5
76853,Nigeria,2015,Parkinson's Disease,Autoimmune,0.9,9.62,6.8,36-60,Male,226106,99.09,0.9,4.49,Therapy,32897.0,Yes,80.98,1997.0,1.66,63947.0,0.61,49.37
76854,Russia,2015,Dengue,Genetic,2.42,13.48,9.85,0-18,Other,833242,58.1,0.67,2.57,Surgery,17763.0,No,95.48,2419.0,8.3,61142.0,0.81,45.89
76856,Indonesia,2014,Parkinson's Disease,Autoimmune,11.6,1.76,7.79,0-18,Female,316764,58.34,3.11,2.19,Medication,628.0,No,95.57,4406.0,4.21,84754.0,0.51,52.58
76866,Turkey,2002,Cancer,Bacterial,1.08,11.81,5.45,61+,Male,119529,82.25,0.63,9.26,Therapy,49198.0,No,58.81,725.0,5.41,51065.0,0.48,67.13
76872,India,2023,Ebola,Neurological,18.23,14.31,1.33,36-60,Male,566705,65.02,4.42,0.83,Therapy,40045.0,No,57.89,1618.0,6.37,21444.0,0.7,86.2
76874,Australia,2005,Influenza,Viral,14.15,3.37,7.67,19-35,Female,539986,59.59,0.7,3.67,Vaccination,11869.0,No,94.21,3670.0,8.06,59444.0,0.86,32.1
76880,Indonesia,2020,Ebola,Metabolic,7.99,13.45,0.75,61+,Other,559246,90.21,4.61,4.48,Therapy,37809.0,No,59.34,4689.0,3.86,46408.0,0.51,34.64
76885,USA,2021,Diabetes,Neurological,14.4,8.2,7.34,0-18,Female,244230,87.44,4.84,8.56,Therapy,14575.0,Yes,50.64,3826.0,2.67,76973.0,0.88,61.16
76886,Argentina,2012,Leprosy,Bacterial,19.05,5.18,3.14,0-18,Female,145118,59.07,3.28,0.96,Medication,29843.0,Yes,51.74,2055.0,10.0,79563.0,0.81,71.76
76888,Japan,2015,Parkinson's Disease,Infectious,12.42,13.86,9.94,19-35,Male,580632,98.83,0.74,5.73,Vaccination,12570.0,No,92.18,2226.0,2.56,50153.0,0.87,75.33
76906,Italy,2023,Polio,Cardiovascular,0.61,11.0,6.2,61+,Female,108668,70.08,2.31,5.61,Therapy,14268.0,No,52.75,3102.0,5.8,15764.0,0.59,35.78
76907,India,2011,HIV/AIDS,Genetic,17.83,8.73,0.11,19-35,Other,282830,81.64,4.47,0.82,Therapy,35922.0,No,86.97,147.0,7.01,78371.0,0.45,31.45
76910,USA,2001,Hepatitis,Autoimmune,6.97,3.36,2.08,61+,Other,935994,62.6,4.27,3.63,Surgery,38332.0,No,71.35,471.0,3.43,20832.0,0.84,35.31
76912,Russia,2017,Hypertension,Metabolic,16.09,13.54,6.11,19-35,Male,468620,83.75,4.14,4.22,Surgery,5366.0,Yes,58.6,2683.0,9.48,15241.0,0.57,20.08
76914,Italy,2021,Ebola,Metabolic,15.61,14.66,4.12,0-18,Female,743296,87.16,2.43,9.2,Vaccination,41355.0,No,67.04,1421.0,3.69,59810.0,0.62,70.11
76917,China,2018,Dengue,Genetic,5.07,4.36,7.26,19-35,Male,977530,50.07,2.42,8.48,Medication,6845.0,No,72.35,1734.0,5.29,28279.0,0.58,33.39
76918,France,2019,Influenza,Chronic,7.61,14.79,0.72,61+,Female,916832,54.26,4.31,3.92,Medication,9167.0,Yes,64.18,531.0,1.08,10225.0,0.7,75.89
76919,India,2022,Malaria,Respiratory,12.11,14.63,3.41,19-35,Other,409057,91.26,4.31,7.39,Medication,44096.0,No,56.3,4286.0,2.21,51784.0,0.74,61.34
76928,South Africa,2009,COVID-19,Infectious,10.11,6.73,0.89,0-18,Female,837802,56.65,1.2,3.0,Surgery,21504.0,No,96.82,981.0,0.71,73786.0,0.61,39.95
76930,Germany,2008,Tuberculosis,Respiratory,18.94,7.21,6.66,0-18,Other,443123,97.29,3.18,3.97,Vaccination,5529.0,Yes,60.24,14.0,4.92,13739.0,0.75,74.89
76934,Argentina,2005,HIV/AIDS,Autoimmune,2.15,12.65,8.05,0-18,Male,981041,57.44,4.1,9.49,Therapy,4543.0,No,63.37,3597.0,0.72,34985.0,0.61,40.87
76935,Brazil,2003,Asthma,Respiratory,0.29,4.0,5.4,0-18,Female,782793,97.76,0.52,9.45,Therapy,31168.0,No,76.74,710.0,6.04,40828.0,0.79,72.94
76940,Italy,2019,Tuberculosis,Viral,7.08,13.05,0.24,19-35,Male,512131,60.84,0.97,7.92,Therapy,19766.0,Yes,83.95,1280.0,8.48,31269.0,0.82,29.11
76942,Brazil,2015,Hepatitis,Metabolic,17.13,9.96,6.75,19-35,Other,660034,88.7,2.67,8.35,Therapy,2653.0,No,93.81,9.0,8.32,94921.0,0.88,50.67
76944,Saudi Arabia,2006,Cholera,Viral,10.7,11.59,5.17,61+,Female,596594,97.51,4.37,2.73,Vaccination,254.0,Yes,94.23,2598.0,7.29,96211.0,0.76,59.07
76952,Mexico,2020,Dengue,Autoimmune,14.57,10.39,9.72,36-60,Male,141279,55.96,4.49,7.24,Medication,5325.0,No,71.91,1341.0,7.59,79702.0,0.58,72.61
76955,Canada,2018,Rabies,Respiratory,12.39,12.77,2.27,0-18,Female,351533,63.63,2.93,7.34,Surgery,2257.0,No,88.54,4177.0,6.4,72315.0,0.72,25.19
76963,Italy,2008,Rabies,Viral,11.73,3.2,3.4,19-35,Female,258332,56.06,2.21,6.43,Therapy,39003.0,Yes,75.24,3472.0,1.56,62689.0,0.73,74.77
76965,Italy,2018,Dengue,Metabolic,9.34,6.82,7.96,0-18,Female,762167,57.24,3.69,2.45,Medication,33836.0,No,87.8,3100.0,9.38,81526.0,0.67,78.74
76976,South Africa,2009,Zika,Autoimmune,0.72,11.63,6.34,19-35,Male,94086,67.57,4.01,6.53,Vaccination,22869.0,Yes,81.06,3178.0,8.9,95280.0,0.68,32.8
76985,Canada,2001,Alzheimer's Disease,Viral,14.74,3.62,8.2,0-18,Female,34824,61.65,0.6,8.62,Surgery,25222.0,No,52.04,2400.0,4.13,45916.0,0.76,55.28
76986,USA,2006,Rabies,Viral,19.0,9.81,7.1,0-18,Female,508727,83.92,3.45,9.11,Vaccination,44278.0,No,84.56,3991.0,2.18,12199.0,0.67,76.28
76987,Turkey,2005,Tuberculosis,Chronic,2.14,5.49,8.52,0-18,Male,778239,74.4,1.66,0.65,Vaccination,41097.0,No,53.92,2697.0,1.6,48527.0,0.42,28.65
76995,Turkey,2000,Ebola,Parasitic,14.44,1.11,3.51,0-18,Other,791304,59.76,1.93,6.25,Medication,44230.0,Yes,71.66,4824.0,1.99,93167.0,0.5,62.65
76998,Argentina,2019,Asthma,Genetic,10.3,6.46,6.45,61+,Male,659634,73.29,1.82,8.74,Surgery,3045.0,No,58.91,4886.0,3.24,70767.0,0.74,45.52
76999,Turkey,2021,Rabies,Parasitic,3.03,12.19,8.34,0-18,Male,123717,83.35,2.84,9.73,Surgery,20406.0,No,54.78,4475.0,3.29,14443.0,0.43,61.89
77010,Saudi Arabia,2021,Asthma,Genetic,11.63,10.0,3.38,61+,Male,183272,75.86,2.53,1.79,Medication,25594.0,No,65.77,3244.0,4.84,38466.0,0.67,74.44
77015,Brazil,2004,Asthma,Infectious,12.02,3.92,6.25,61+,Female,595659,59.8,1.21,2.52,Vaccination,33956.0,No,65.81,3031.0,6.19,79262.0,0.43,64.12
77016,France,2017,Dengue,Autoimmune,1.52,10.84,9.63,61+,Female,394142,72.07,1.68,9.08,Medication,21945.0,No,59.35,40.0,7.7,30279.0,0.65,61.04
77019,Indonesia,2007,COVID-19,Cardiovascular,5.92,5.1,0.19,61+,Other,341537,81.17,1.17,4.58,Therapy,43852.0,Yes,74.9,1433.0,5.1,24499.0,0.74,67.91
77021,Turkey,2004,Polio,Metabolic,4.84,4.77,3.14,0-18,Other,540808,67.22,0.63,6.98,Vaccination,290.0,No,63.35,1383.0,7.81,17868.0,0.68,76.49
77026,Russia,2024,COVID-19,Chronic,18.83,7.19,4.1,19-35,Other,626776,98.89,4.37,4.68,Medication,46792.0,No,77.69,3899.0,2.64,40313.0,0.62,75.24
77027,France,2004,Ebola,Neurological,14.79,10.52,1.75,0-18,Female,738237,55.17,4.77,7.0,Surgery,38915.0,Yes,73.42,2867.0,0.03,25032.0,0.66,58.69
77037,India,2021,Rabies,Genetic,12.9,1.41,0.28,0-18,Other,999763,93.14,2.35,3.13,Therapy,44601.0,No,74.47,1094.0,7.7,46166.0,0.5,30.09
77044,Indonesia,2013,Hepatitis,Neurological,17.97,10.67,7.29,36-60,Male,391740,58.77,2.29,3.45,Surgery,1029.0,Yes,98.5,2096.0,2.24,16959.0,0.57,21.51
77050,Italy,2020,Dengue,Infectious,8.45,14.74,2.49,61+,Male,633556,55.82,0.94,2.33,Surgery,38514.0,Yes,56.47,1741.0,6.48,52113.0,0.81,76.76
77064,Indonesia,2019,Polio,Chronic,16.03,0.57,3.33,0-18,Other,472338,63.04,2.17,0.74,Medication,43859.0,Yes,62.92,2522.0,3.93,17834.0,0.83,56.36
77065,Russia,2010,HIV/AIDS,Respiratory,15.87,5.87,8.47,0-18,Other,82373,53.2,4.5,0.59,Therapy,32474.0,No,65.34,1927.0,8.84,11966.0,0.64,81.83
77066,Russia,2004,Measles,Viral,9.15,0.67,1.56,36-60,Female,813822,72.88,0.74,6.89,Surgery,28115.0,No,83.15,4608.0,1.61,13628.0,0.54,20.51
77068,UK,2003,Leprosy,Neurological,16.96,7.26,8.23,61+,Female,211172,90.81,4.81,2.53,Medication,10047.0,Yes,50.02,3767.0,9.89,56442.0,0.42,88.17
77088,Germany,2001,Zika,Metabolic,5.38,0.28,8.17,0-18,Other,108346,96.62,1.86,7.31,Medication,8057.0,Yes,92.13,4652.0,5.26,94128.0,0.55,57.97
77093,Italy,2001,Cholera,Autoimmune,13.09,5.63,7.75,19-35,Male,855824,74.68,2.16,8.43,Medication,30087.0,Yes,57.69,1157.0,5.24,30713.0,0.88,75.83
77094,Brazil,2012,Zika,Parasitic,15.89,6.5,8.42,19-35,Male,107242,54.66,2.82,6.36,Vaccination,41626.0,Yes,75.32,3661.0,9.62,69860.0,0.65,87.94
77096,China,2016,Ebola,Chronic,17.16,9.52,4.47,61+,Female,834684,92.62,0.83,1.72,Therapy,39359.0,Yes,93.94,212.0,9.46,32234.0,0.69,53.11
77110,India,2021,Parkinson's Disease,Parasitic,17.83,1.83,3.35,19-35,Other,529565,68.05,2.28,5.32,Medication,3172.0,Yes,74.57,3524.0,6.52,99967.0,0.59,46.47
77121,UK,2010,Alzheimer's Disease,Autoimmune,10.36,11.61,5.19,19-35,Female,360904,74.58,3.78,5.85,Therapy,40151.0,No,69.75,3178.0,6.98,21584.0,0.54,58.78
77125,Russia,2016,Hypertension,Neurological,0.93,1.15,8.85,19-35,Male,369594,79.21,4.5,2.14,Therapy,19674.0,Yes,72.39,1363.0,1.89,31283.0,0.77,32.56
77127,Germany,2018,Influenza,Metabolic,8.77,5.2,7.61,61+,Female,173773,90.29,4.83,5.05,Therapy,6251.0,No,75.61,465.0,3.09,20137.0,0.78,66.17
77129,India,2020,Hypertension,Viral,10.74,8.92,8.61,61+,Male,219184,50.45,3.9,4.56,Therapy,16502.0,Yes,60.55,254.0,4.32,8158.0,0.82,29.7
77137,Argentina,2020,Influenza,Genetic,16.04,0.4,9.12,61+,Other,718937,54.57,1.84,3.24,Medication,37372.0,Yes,84.75,3314.0,0.22,71199.0,0.57,34.01
77146,Argentina,2004,Ebola,Respiratory,12.0,7.93,8.17,19-35,Male,295414,88.06,3.86,3.92,Medication,37652.0,No,80.4,4686.0,2.17,35990.0,0.72,54.97
77152,Russia,2003,Tuberculosis,Parasitic,5.44,6.69,8.38,36-60,Male,74802,95.4,0.8,9.14,Vaccination,3886.0,Yes,54.68,3189.0,6.48,10968.0,0.74,22.85
77154,South Korea,2009,Influenza,Cardiovascular,10.1,0.74,1.56,61+,Other,464194,76.57,0.62,6.83,Therapy,38643.0,No,53.79,2814.0,4.79,25565.0,0.62,33.7
77157,Indonesia,2005,Zika,Infectious,4.21,3.76,7.26,0-18,Male,475877,75.05,1.72,7.57,Vaccination,18767.0,No,52.79,457.0,6.88,29237.0,0.77,32.48
77159,Turkey,2002,Cholera,Chronic,0.95,8.68,8.67,0-18,Female,472697,64.38,3.45,5.79,Surgery,44362.0,No,69.09,1441.0,8.25,95677.0,0.67,33.67
77163,Italy,2011,Cancer,Infectious,18.11,9.49,2.62,0-18,Male,719000,87.38,2.14,6.8,Therapy,22837.0,Yes,59.15,1024.0,3.59,47098.0,0.64,66.56
77170,USA,2024,Dengue,Chronic,15.64,7.37,1.86,36-60,Male,735023,57.53,2.17,6.07,Therapy,38266.0,No,84.39,3378.0,9.13,76629.0,0.6,32.87
77176,UK,2000,Asthma,Chronic,13.64,6.27,8.91,36-60,Female,721303,55.47,2.57,5.51,Surgery,14531.0,Yes,88.35,3810.0,1.7,65715.0,0.45,26.67
