Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
1506,Legal,Male,43,Specialist,2021-11-17 08:03:05.556036,2,High School,3,5850.0,46,7,14,12,75,19,0,1,4.92,False
1507,Finance,Male,35,Developer,2024-01-14 08:03:05.556036,0,Bachelor,1,5500.0,40,31,8,8,50,14,58,1,3.73,False
1508,Engineering,Female,24,Engineer,2022-02-21 08:03:05.556036,2,Bachelor,3,7800.0,52,45,25,2,75,13,70,1,1.37,False
1509,Engineering,Female,47,Developer,2017-07-19 08:03:05.556036,7,Bachelor,1,5500.0,56,6,29,11,50,19,50,1,1.13,False
1510,Finance,Male,57,Consultant,2021-01-27 08:03:05.556036,3,Bachelor,1,6050.0,37,21,3,12,50,19,2,1,2.8,False
1511,Engineering,Male,44,Specialist,2020-02-26 08:03:05.556036,4,Bachelor,5,6750.0,43,13,21,12,0,5,40,1,4.29,False
1512,Legal,Female,28,Consultant,2022-02-17 08:03:05.556036,2,Bachelor,4,7700.0,59,19,1,13,0,9,4,0,4.46,False
1513,IT,Female,51,Developer,2019-04-20 08:03:05.556036,5,High School,5,7500.0,41,35,1,14,0,11,62,0,4.49,True
1514,IT,Male,32,Analyst,2021-08-11 08:03:05.556036,3,High School,2,4800.0,36,36,21,10,50,1,47,0,1.59,False
1515,IT,Female,55,Specialist,2015-05-01 08:03:05.556036,9,Bachelor,2,5400.0,38,46,10,3,75,7,7,1,2.41,False
1516,Finance,Male,52,Technician,2020-09-15 08:03:05.556036,3,Bachelor,1,3850.0,49,49,21,13,25,4,23,1,3.0,False
1517,IT,Female,48,Manager,2016-01-05 08:03:05.556036,8,Bachelor,5,9000.0,43,4,15,11,50,5,86,1,1.68,False
1518,Sales,Male,27,Specialist,2020-12-21 08:03:05.556036,3,Bachelor,2,5400.0,30,7,14,12,100,13,91,2,1.7,False
1519,Customer Support,Male,29,Specialist,2019-07-24 08:03:05.556036,5,Master,3,5850.0,31,10,21,0,25,8,43,0,4.91,True
1520,HR,Other,26,Consultant,2015-10-29 08:03:05.556036,8,Bachelor,2,6600.0,32,33,25,6,100,14,48,0,1.28,False
1521,IT,Female,24,Engineer,2024-01-27 08:03:05.556036,0,Bachelor,5,9000.0,42,42,26,3,0,1,93,1,3.73,False
1522,Marketing,Male,40,Analyst,2019-08-06 08:03:05.556036,5,Bachelor,3,5200.0,44,2,14,11,75,8,70,1,4.24,False
1523,Sales,Male,22,Developer,2019-02-20 08:03:05.556036,5,High School,3,6500.0,44,37,13,11,0,2,59,0,1.61,False
1524,IT,Female,24,Manager,2015-07-29 08:03:05.556036,9,Bachelor,2,7200.0,40,8,22,14,25,5,48,2,3.61,False
1525,IT,Female,23,Consultant,2016-04-09 08:03:05.556036,8,Master,4,7700.0,33,47,20,6,50,4,2,1,4.27,True
1526,Operations,Female,47,Manager,2022-11-17 08:03:05.556036,1,High School,1,6600.0,38,12,14,0,75,9,74,0,3.43,False
1527,Marketing,Male,22,Consultant,2022-08-02 08:03:05.556036,2,Bachelor,2,6600.0,31,25,5,1,50,19,62,0,3.94,False
1528,Sales,Male,60,Technician,2019-06-01 08:03:05.556036,5,Bachelor,4,4900.0,48,0,3,2,100,5,13,2,1.44,False
1529,IT,Female,24,Specialist,2018-11-17 08:03:05.556036,5,Bachelor,5,6750.0,44,48,25,2,50,4,92,0,2.6,False
1530,Customer Support,Male,46,Consultant,2014-12-26 08:03:05.556036,9,Master,2,6600.0,35,7,6,14,25,14,70,1,3.94,False
1531,Customer Support,Male,35,Manager,2021-08-21 08:03:05.556036,3,Bachelor,4,8400.0,55,23,19,12,0,17,3,1,2.94,False
1532,Marketing,Male,34,Specialist,2018-12-19 08:03:05.556036,5,Master,4,6300.0,48,36,21,11,0,10,26,1,3.18,False
1533,IT,Male,42,Manager,2016-04-06 08:03:05.556036,8,High School,5,9000.0,32,15,21,7,75,9,90,2,1.83,False
1534,HR,Male,57,Manager,2021-02-11 08:03:05.556036,3,Bachelor,5,9000.0,60,16,23,5,100,13,99,0,1.43,False
1535,HR,Female,25,Developer,2023-08-28 08:03:05.556036,1,High School,3,6500.0,44,10,2,3,50,7,67,1,4.6,False
1536,IT,Male,43,Developer,2019-09-14 08:03:05.556036,4,Master,5,7500.0,58,43,5,14,25,9,59,0,2.81,False
1537,Sales,Male,57,Manager,2024-05-31 08:03:05.556036,0,Bachelor,5,9000.0,35,37,2,14,0,3,77,2,1.27,False
1538,Marketing,Male,56,Consultant,2021-01-02 08:03:05.556036,3,High School,2,6600.0,31,34,25,1,25,8,45,1,3.19,False
1539,Operations,Female,24,Engineer,2017-10-21 08:03:05.556036,6,Master,1,6600.0,49,24,27,7,100,13,98,2,3.98,False
1540,Legal,Male,44,Specialist,2023-02-23 08:03:05.556036,1,PhD,3,5850.0,41,27,26,4,100,12,24,2,1.92,False
1541,Sales,Female,23,Manager,2015-09-01 08:03:05.556036,9,Bachelor,4,8400.0,40,30,11,12,25,10,8,0,1.83,True
1542,HR,Male,23,Engineer,2018-08-04 08:03:05.556036,6,High School,3,7800.0,58,12,28,5,25,6,78,2,2.46,False
1543,Sales,Male,38,Consultant,2023-10-26 08:03:05.556036,0,Bachelor,2,6600.0,31,18,13,4,75,9,93,1,2.32,False
1544,Customer Support,Male,40,Manager,2017-11-11 08:03:05.556036,6,Bachelor,1,6600.0,33,45,1,10,50,8,54,2,4.54,False
1545,Legal,Female,24,Analyst,2020-12-05 08:03:05.556036,3,High School,1,4400.0,48,20,29,2,25,11,82,2,4.09,False
1546,Engineering,Male,42,Engineer,2021-04-01 08:03:05.556036,3,High School,4,8400.0,46,32,25,2,50,14,67,1,2.81,False
1547,IT,Male,41,Manager,2018-01-10 08:03:05.556036,6,High School,5,9000.0,58,24,6,11,25,14,46,0,4.42,False
1548,Legal,Male,58,Developer,2015-09-10 08:03:05.556036,8,High School,3,6500.0,55,28,21,2,75,9,10,0,3.44,True
1549,Operations,Male,25,Technician,2016-08-28 08:03:05.556036,8,High School,3,4550.0,30,40,16,12,75,1,21,1,3.71,False
1550,Legal,Male,48,Engineer,2023-11-30 08:03:05.556036,0,Bachelor,1,6600.0,48,25,28,4,50,18,3,2,2.87,False
1551,Marketing,Male,60,Engineer,2022-06-04 08:03:05.556036,2,High School,3,7800.0,51,12,18,10,50,10,7,0,3.97,False
1552,Marketing,Male,25,Specialist,2021-03-15 08:03:05.556036,3,Bachelor,2,5400.0,44,0,12,12,50,19,28,1,2.28,False
1553,Finance,Female,22,Manager,2017-08-04 08:03:05.556036,7,Bachelor,2,7200.0,55,32,18,2,100,8,0,2,3.66,False
1554,HR,Female,41,Technician,2015-01-16 08:03:05.556036,9,Bachelor,4,4900.0,32,37,21,5,25,17,69,1,2.15,False
1555,IT,Female,50,Consultant,2022-11-30 08:03:05.556036,1,PhD,1,6050.0,59,26,21,1,0,14,45,1,1.05,False
1556,Legal,Female,46,Manager,2017-08-13 08:03:05.556036,7,Bachelor,4,8400.0,42,7,29,13,75,15,17,1,3.21,False
1557,Engineering,Male,27,Engineer,2022-09-26 08:03:05.556036,1,Bachelor,5,9000.0,43,49,0,6,75,15,75,2,4.5,False
1558,IT,Male,53,Developer,2023-06-14 08:03:05.556036,1,High School,4,7000.0,53,16,1,10,25,7,13,2,4.29,False
1559,Operations,Female,28,Consultant,2020-11-08 08:03:05.556036,3,Bachelor,5,8250.0,40,24,20,12,100,7,69,0,2.01,False
1560,Sales,Female,28,Manager,2022-10-08 08:03:05.556036,1,PhD,1,6600.0,57,34,22,14,75,15,78,1,4.34,False
1561,Customer Support,Female,32,Engineer,2021-02-14 08:03:05.556036,3,High School,5,9000.0,38,17,26,10,25,18,97,2,1.53,False
1562,Marketing,Female,30,Specialist,2014-09-29 08:03:05.556036,9,Master,2,5400.0,51,29,22,13,75,7,83,1,2.82,False
1563,Customer Support,Female,37,Specialist,2018-08-30 08:03:05.556036,6,Master,3,5850.0,35,44,7,0,100,1,87,0,2.27,False
1564,Finance,Male,22,Engineer,2015-04-22 08:03:05.556036,9,Bachelor,4,8400.0,45,37,21,4,100,6,16,2,4.49,False
1565,Customer Support,Male,23,Engineer,2021-06-06 08:03:05.556036,3,Bachelor,5,9000.0,34,9,3,1,100,5,13,0,4.79,False
1566,Marketing,Male,57,Manager,2016-06-28 08:03:05.556036,8,Bachelor,4,8400.0,55,20,0,10,25,5,48,0,2.65,False
1567,Customer Support,Female,57,Consultant,2017-08-13 08:03:05.556036,7,Master,2,6600.0,58,46,27,13,25,18,75,1,1.84,False
1568,Engineering,Male,32,Consultant,2020-10-11 08:03:05.556036,3,Bachelor,5,8250.0,53,22,15,0,75,3,34,1,3.33,True
1569,IT,Other,22,Developer,2016-08-30 08:03:05.556036,8,Master,2,6000.0,43,2,6,6,25,15,64,1,2.02,False
1570,Customer Support,Female,35,Engineer,2020-09-14 08:03:05.556036,3,Bachelor,1,6600.0,36,30,4,11,0,4,54,0,1.89,False
1571,Marketing,Female,25,Consultant,2023-10-31 08:03:05.556036,0,Bachelor,4,7700.0,41,27,24,0,50,14,83,2,1.99,True
1572,Operations,Male,55,Technician,2017-11-15 08:03:05.556036,6,Bachelor,4,4900.0,53,11,12,13,100,17,88,2,4.27,False
1573,Legal,Female,27,Analyst,2023-12-24 08:03:05.556036,0,PhD,5,6000.0,32,18,18,5,50,16,76,1,4.2,False
1574,Legal,Female,33,Consultant,2017-03-28 08:03:05.556036,7,High School,3,7150.0,50,20,14,6,0,7,12,2,1.15,False
1575,Marketing,Female,24,Manager,2020-06-22 08:03:05.556036,4,High School,2,7200.0,54,2,19,1,25,17,24,1,3.4,False
1576,Marketing,Male,47,Consultant,2015-04-05 08:03:05.556036,9,Bachelor,3,7150.0,40,26,12,1,0,11,36,1,4.84,False
1577,IT,Female,45,Engineer,2023-12-09 08:03:05.556036,0,Master,5,9000.0,57,25,20,10,0,15,59,1,1.73,False
1578,Operations,Female,44,Consultant,2021-05-22 08:03:05.556036,3,Bachelor,3,7150.0,30,38,9,5,75,1,95,1,4.67,False
1579,Sales,Female,53,Developer,2020-10-23 08:03:05.556036,3,High School,3,6500.0,37,9,4,8,100,12,45,1,1.53,False
1580,Operations,Female,31,Engineer,2015-07-08 08:03:05.556036,9,High School,5,9000.0,36,8,18,2,75,7,59,0,4.84,False
1581,Finance,Female,31,Developer,2023-09-15 08:03:05.556036,0,PhD,2,6000.0,31,13,23,0,25,4,0,1,4.87,False
1582,IT,Female,31,Analyst,2021-07-07 08:03:05.556036,3,Bachelor,3,5200.0,33,23,1,3,100,11,40,2,4.89,False
1583,Sales,Male,44,Technician,2019-07-27 08:03:05.556036,5,Master,2,4200.0,41,19,1,2,50,5,53,0,2.84,False
1584,Operations,Female,33,Manager,2023-06-04 08:03:05.556036,1,Bachelor,3,7800.0,52,33,4,4,50,4,30,2,1.4,False
1585,Engineering,Male,55,Manager,2018-09-07 08:03:05.556036,5,PhD,5,9000.0,37,11,13,2,50,17,15,1,2.07,False
1586,Customer Support,Male,39,Technician,2023-03-27 08:03:05.556036,1,Bachelor,1,3850.0,49,16,5,10,75,18,51,2,3.03,False
1587,Sales,Male,23,Specialist,2024-07-09 08:03:05.556036,0,High School,1,4950.0,32,12,14,1,75,5,0,0,1.32,False
1588,HR,Male,27,Developer,2015-02-18 08:03:05.556036,9,High School,5,7500.0,36,21,13,3,0,15,20,1,2.5,False
1589,Finance,Male,41,Engineer,2017-03-15 08:03:05.556036,7,High School,5,9000.0,52,15,7,14,100,7,4,1,2.62,True
1590,Marketing,Male,33,Technician,2015-06-17 08:03:05.556036,9,Bachelor,4,4900.0,59,13,17,11,50,16,50,0,4.15,False
1591,Operations,Male,26,Engineer,2021-10-10 08:03:05.556036,2,High School,1,6600.0,40,21,6,5,0,10,2,0,3.05,False
1592,Operations,Female,22,Consultant,2018-07-05 08:03:05.556036,6,PhD,1,6050.0,58,7,6,0,100,2,81,0,4.15,False
1593,Sales,Female,45,Specialist,2016-02-06 08:03:05.556036,8,PhD,1,4950.0,34,11,17,13,25,10,28,2,4.83,False
1594,Operations,Female,42,Analyst,2017-10-21 08:03:05.556036,6,PhD,4,5600.0,54,5,4,8,75,4,22,1,4.4,False
1595,Engineering,Male,27,Developer,2016-03-22 08:03:05.556036,8,Bachelor,1,5500.0,30,46,13,1,50,9,42,1,2.03,False
1596,HR,Female,48,Specialist,2014-11-05 08:03:05.556036,9,High School,4,6300.0,44,18,8,0,75,9,61,1,2.01,False
1597,Sales,Male,57,Specialist,2015-10-14 08:03:05.556036,8,High School,1,4950.0,38,29,29,7,100,15,24,2,4.45,False
1598,Operations,Female,36,Consultant,2021-11-15 08:03:05.556036,2,Bachelor,3,7150.0,34,25,7,14,75,8,88,2,4.18,False
1599,Finance,Female,51,Specialist,2018-06-29 08:03:05.556036,6,Bachelor,4,6300.0,56,10,20,9,25,9,57,0,2.37,False
1600,Finance,Male,39,Analyst,2024-05-03 08:03:05.556036,0,High School,2,4800.0,45,11,28,0,75,1,32,1,3.14,False
1601,Operations,Female,50,Technician,2017-06-20 08:03:05.556036,7,Bachelor,5,5250.0,38,28,8,9,25,7,31,2,2.55,False
1602,Sales,Female,24,Consultant,2024-04-03 08:03:05.556036,0,Bachelor,5,8250.0,43,21,18,1,100,14,88,2,2.13,True
1603,Customer Support,Other,31,Developer,2019-04-26 08:03:05.556036,5,Bachelor,1,5500.0,36,35,2,5,25,9,83,0,1.02,False
1604,Operations,Male,47,Analyst,2016-09-15 08:03:05.556036,7,Bachelor,3,5200.0,50,12,9,10,0,7,20,2,2.26,False
1605,Legal,Male,51,Developer,2015-09-20 08:03:05.556036,8,High School,4,7000.0,41,2,4,13,100,4,69,0,4.03,False
1606,Legal,Male,42,Specialist,2020-02-13 08:03:05.556036,4,Bachelor,1,4950.0,53,35,28,7,75,13,71,0,1.15,False
1607,Operations,Female,23,Manager,2020-04-28 08:03:05.556036,4,High School,3,7800.0,40,21,1,3,75,3,67,1,2.55,False
1608,Marketing,Male,30,Developer,2020-04-03 08:03:05.556036,4,Bachelor,5,7500.0,30,28,14,1,75,9,25,0,2.11,False
1609,IT,Male,30,Consultant,2014-10-25 08:03:05.556036,9,Bachelor,1,6050.0,49,39,23,2,50,13,1,0,3.29,False
1610,Sales,Male,59,Manager,2020-09-28 08:03:05.556036,3,High School,3,7800.0,60,13,2,10,25,5,72,0,4.99,False
1611,Finance,Male,37,Technician,2022-06-09 08:03:05.556036,2,Bachelor,1,3850.0,49,35,9,3,75,2,21,2,4.83,False
1612,Operations,Male,39,Analyst,2017-01-04 08:03:05.556036,7,Bachelor,3,5200.0,58,35,14,2,100,6,76,1,3.45,False
1613,Legal,Male,52,Developer,2015-07-06 08:03:05.556036,9,High School,4,7000.0,45,9,4,10,50,6,70,2,1.57,False
1614,Finance,Male,58,Developer,2020-05-12 08:03:05.556036,4,Bachelor,1,5500.0,34,40,2,3,25,19,39,2,1.65,False
1615,Engineering,Male,42,Analyst,2016-05-07 08:03:05.556036,8,Bachelor,3,5200.0,49,31,28,6,75,15,66,0,4.28,False
1616,Legal,Male,53,Analyst,2016-02-09 08:03:05.556036,8,Bachelor,1,4400.0,37,49,29,13,0,18,93,0,4.99,False
1617,Engineering,Female,26,Consultant,2015-04-12 08:03:05.556036,9,Bachelor,1,6050.0,45,29,17,12,75,7,26,1,4.49,False
1618,Sales,Male,27,Specialist,2016-05-07 08:03:05.556036,8,Bachelor,3,5850.0,49,40,27,4,0,3,34,1,2.22,False
1619,Customer Support,Female,51,Engineer,2017-04-10 08:03:05.556036,7,Bachelor,3,7800.0,56,28,26,2,0,11,7,0,2.8,False
1620,Engineering,Female,55,Manager,2020-10-01 08:03:05.556036,3,Bachelor,4,8400.0,40,12,14,7,75,3,85,1,2.42,False
1621,Marketing,Other,50,Developer,2019-02-04 08:03:05.556036,5,High School,4,7000.0,47,47,29,7,50,5,50,0,4.1,False
1622,Legal,Female,34,Consultant,2017-11-21 08:03:05.556036,6,Master,5,8250.0,54,23,9,7,0,16,96,0,2.17,False
1623,Finance,Male,31,Developer,2024-08-17 08:03:05.556036,0,High School,1,5500.0,43,46,26,9,75,18,39,0,3.51,False
1624,Finance,Male,39,Developer,2018-07-23 08:03:05.556036,6,PhD,5,7500.0,41,11,6,5,75,7,8,2,2.71,True
1625,HR,Male,27,Manager,2023-06-04 08:03:05.556036,1,Bachelor,3,7800.0,59,10,11,14,0,12,13,2,3.23,False
1626,IT,Female,28,Technician,2023-02-25 08:03:05.556036,1,Bachelor,5,5250.0,55,7,17,5,25,2,63,0,1.25,False
1627,Customer Support,Female,50,Engineer,2017-06-25 08:03:05.556036,7,High School,1,6600.0,54,33,3,0,25,8,41,0,2.78,False
1628,Marketing,Female,44,Engineer,2017-10-14 08:03:05.556036,6,High School,5,9000.0,31,45,2,3,0,19,22,2,1.53,False
1629,IT,Female,54,Technician,2023-07-15 08:03:05.556036,1,High School,1,3850.0,33,4,28,10,25,10,97,2,4.2,False
1630,Marketing,Male,34,Manager,2022-06-15 08:03:05.556036,2,Bachelor,4,8400.0,32,38,24,5,25,19,12,0,3.88,False
1631,Operations,Male,34,Engineer,2017-11-15 08:03:05.556036,6,High School,3,7800.0,57,43,5,12,100,8,85,0,4.74,False
1632,Sales,Other,44,Analyst,2016-02-16 08:03:05.556036,8,High School,5,6000.0,54,18,16,6,100,4,92,1,2.77,False
1633,IT,Male,37,Consultant,2016-04-20 08:03:05.556036,8,Bachelor,1,6050.0,39,35,1,12,75,13,68,0,4.46,False
1634,IT,Female,29,Analyst,2016-09-15 08:03:05.556036,7,Master,4,5600.0,36,29,1,6,25,2,42,0,3.59,False
1635,Legal,Male,24,Developer,2015-05-18 08:03:05.556036,9,Bachelor,5,7500.0,32,23,1,13,25,1,67,1,1.28,False
1636,HR,Male,38,Analyst,2020-09-30 08:03:05.556036,3,Bachelor,4,5600.0,57,11,29,3,75,4,31,2,2.06,False
1637,HR,Male,39,Engineer,2020-02-11 08:03:05.556036,4,Master,3,7800.0,40,30,27,8,75,14,95,1,4.89,False
1638,Sales,Male,22,Engineer,2024-02-16 08:03:05.556036,0,High School,1,6600.0,46,43,23,10,75,14,37,1,4.96,True
1639,Marketing,Male,43,Analyst,2017-09-04 08:03:05.556036,7,Bachelor,3,5200.0,42,34,19,14,75,3,48,2,2.03,False
1640,Engineering,Female,36,Technician,2016-07-27 08:03:05.556036,8,Bachelor,1,3850.0,56,30,9,2,0,3,70,1,4.1,False
1641,Finance,Male,57,Developer,2022-06-14 08:03:05.556036,2,High School,2,6000.0,31,49,20,9,75,5,55,2,4.74,False
1642,Operations,Female,55,Technician,2018-10-16 08:03:05.556036,5,Bachelor,3,4550.0,47,25,17,4,100,13,12,1,3.46,False
1643,HR,Male,42,Consultant,2016-10-23 08:03:05.556036,7,High School,1,6050.0,59,19,19,9,25,8,81,0,1.53,False
1644,Finance,Male,36,Manager,2018-11-10 08:03:05.556036,5,Bachelor,4,8400.0,33,23,10,10,25,9,69,0,1.15,False
1645,Marketing,Female,29,Analyst,2018-03-07 08:03:05.556036,6,Bachelor,1,4400.0,54,27,12,2,50,2,17,0,1.95,False
1646,HR,Male,51,Consultant,2020-12-01 08:03:05.556036,3,Bachelor,4,7700.0,44,45,0,7,0,14,42,0,2.87,False
1647,Engineering,Male,48,Analyst,2020-02-02 08:03:05.556036,4,PhD,5,6000.0,30,27,16,4,25,9,37,0,3.67,False
1648,Sales,Female,35,Engineer,2015-08-12 08:03:05.556036,9,Bachelor,4,8400.0,47,26,12,2,75,18,80,1,3.11,False
1649,Engineering,Male,35,Specialist,2022-03-23 08:03:05.556036,2,Bachelor,2,5400.0,55,26,16,4,0,13,43,1,1.6,False
1650,Legal,Male,48,Developer,2024-02-19 08:03:05.556036,0,Bachelor,3,6500.0,45,5,16,4,0,9,89,0,3.47,False
1651,Engineering,Male,32,Engineer,2018-02-09 08:03:05.556036,6,High School,4,8400.0,57,14,26,11,75,19,34,2,3.4,True
1652,Engineering,Female,24,Specialist,2018-11-28 08:03:05.556036,5,Bachelor,3,5850.0,50,13,2,1,0,6,8,2,3.02,False
1653,IT,Female,42,Consultant,2019-12-05 08:03:05.556036,4,Bachelor,1,6050.0,53,44,15,2,0,12,28,2,2.94,False
1654,Customer Support,Female,39,Consultant,2019-07-17 08:03:05.556036,5,High School,3,7150.0,33,25,16,12,100,6,6,2,2.48,False
1655,Marketing,Male,50,Analyst,2015-11-25 08:03:05.556036,8,Bachelor,1,4400.0,52,0,12,14,75,14,25,1,4.48,False
1656,IT,Male,49,Analyst,2024-09-02 08:03:05.556036,0,Bachelor,3,5200.0,50,34,27,3,50,1,40,1,2.15,False
1657,HR,Male,37,Technician,2018-03-24 08:03:05.556036,6,High School,2,4200.0,32,23,7,5,100,12,25,2,2.15,False
1658,Legal,Male,33,Technician,2020-02-06 08:03:05.556036,4,High School,2,4200.0,52,48,26,0,25,17,24,2,2.89,False
1659,Legal,Female,49,Engineer,2019-08-28 08:03:05.556036,5,Bachelor,4,8400.0,37,30,4,6,50,16,42,1,3.99,False
1660,HR,Female,44,Developer,2021-01-22 08:03:05.556036,3,Master,1,5500.0,50,3,20,3,25,11,92,0,2.17,False
1661,Sales,Female,51,Engineer,2015-07-09 08:03:05.556036,9,Bachelor,4,8400.0,59,41,27,3,75,11,91,1,3.94,False
1662,Legal,Male,52,Consultant,2016-02-10 08:03:05.556036,8,Bachelor,4,7700.0,52,30,26,1,100,19,71,0,4.55,False
1663,Legal,Female,30,Analyst,2018-06-20 08:03:05.556036,6,Bachelor,3,5200.0,56,42,13,13,50,10,45,0,3.01,False
1664,Engineering,Male,35,Engineer,2023-09-11 08:03:05.556036,0,Bachelor,1,6600.0,48,25,19,12,100,15,2,2,4.57,False
1665,HR,Male,35,Consultant,2017-09-12 08:03:05.556036,6,Bachelor,4,7700.0,31,6,0,6,0,9,75,2,3.31,False
1666,HR,Male,56,Specialist,2022-04-01 08:03:05.556036,2,PhD,4,6300.0,30,10,29,6,50,1,29,2,4.57,False
1667,Customer Support,Female,41,Analyst,2017-02-16 08:03:05.556036,7,Master,2,4800.0,38,41,15,5,25,12,74,0,4.69,False
1668,Customer Support,Male,52,Developer,2020-07-26 08:03:05.556036,4,High School,3,6500.0,59,49,0,8,75,10,25,1,3.65,False
1669,Marketing,Male,40,Developer,2021-11-11 08:03:05.556036,2,PhD,4,7000.0,43,49,15,12,100,2,6,2,3.71,False
1670,Customer Support,Female,59,Specialist,2024-05-22 08:03:05.556036,0,Master,1,4950.0,31,23,2,4,25,5,52,1,3.51,False
1671,Operations,Female,40,Specialist,2017-06-26 08:03:05.556036,7,Bachelor,1,4950.0,30,37,14,13,50,17,54,2,1.77,False
1672,Sales,Female,27,Developer,2018-10-23 08:03:05.556036,5,Master,2,6000.0,53,23,26,1,75,17,27,0,1.38,False
1673,HR,Female,57,Manager,2023-04-12 08:03:05.556036,1,High School,2,7200.0,51,40,12,13,75,7,41,0,3.85,False
1674,IT,Female,23,Manager,2022-12-19 08:03:05.556036,1,Bachelor,4,8400.0,59,16,20,1,0,10,53,0,2.65,False
1675,Finance,Male,36,Developer,2024-08-10 08:03:05.556036,0,High School,5,7500.0,48,8,11,2,50,17,83,1,4.26,False
1676,Marketing,Female,47,Manager,2018-07-10 08:03:05.556036,6,High School,4,8400.0,41,17,22,5,50,1,72,2,4.14,False
1677,Marketing,Female,59,Manager,2018-06-26 08:03:05.556036,6,Bachelor,2,7200.0,53,23,9,0,100,9,90,0,3.74,False
1678,Customer Support,Male,45,Technician,2022-01-11 08:03:05.556036,2,High School,5,5250.0,43,8,3,5,50,17,26,1,1.01,False
1679,Marketing,Female,26,Technician,2022-04-15 08:03:05.556036,2,Bachelor,4,4900.0,44,37,21,2,100,4,94,2,1.42,False
1680,Operations,Female,27,Manager,2017-02-09 08:03:05.556036,7,Bachelor,5,9000.0,50,0,18,2,75,4,71,2,2.05,False
1681,IT,Female,42,Developer,2015-04-14 08:03:05.556036,9,PhD,2,6000.0,48,32,7,2,50,8,56,2,1.85,True
1682,Engineering,Male,27,Engineer,2015-08-22 08:03:05.556036,9,High School,1,6600.0,38,1,8,13,50,18,56,1,4.8,False
1683,HR,Male,42,Engineer,2024-02-26 08:03:05.556036,0,High School,1,6600.0,33,8,15,9,75,10,44,1,1.72,False
1684,Customer Support,Female,27,Engineer,2023-03-23 08:03:05.556036,1,Bachelor,4,8400.0,56,3,2,5,50,19,37,1,2.36,False
1685,Marketing,Female,32,Engineer,2016-09-20 08:03:05.556036,7,Bachelor,2,7200.0,52,6,19,11,0,12,66,0,1.13,False
1686,Customer Support,Other,59,Specialist,2021-04-28 08:03:05.556036,3,High School,2,5400.0,54,7,0,10,100,6,44,0,1.93,False
1687,Engineering,Female,59,Developer,2016-04-11 08:03:05.556036,8,Bachelor,4,7000.0,54,35,2,12,25,12,63,2,2.09,False
1688,Sales,Female,48,Developer,2019-11-19 08:03:05.556036,4,Bachelor,4,7000.0,43,39,7,5,25,1,42,1,1.25,False
1689,Finance,Female,26,Consultant,2015-08-07 08:03:05.556036,9,High School,2,6600.0,57,26,15,2,0,11,45,0,3.42,False
1690,Finance,Female,40,Specialist,2015-01-23 08:03:05.556036,9,Master,2,5400.0,48,11,1,6,0,16,47,0,2.87,False
1691,Customer Support,Other,39,Analyst,2020-07-16 08:03:05.556036,4,Bachelor,1,4400.0,34,41,21,10,75,17,17,1,1.6,False
1692,IT,Female,27,Engineer,2024-06-11 08:03:05.556036,0,Bachelor,2,7200.0,37,2,13,6,25,12,58,0,3.38,False
1693,Finance,Male,38,Engineer,2023-05-23 08:03:05.556036,1,Bachelor,4,8400.0,51,26,8,9,100,18,80,0,2.9,False
1694,Operations,Male,60,Specialist,2016-06-21 08:03:05.556036,8,Master,3,5850.0,51,10,10,5,75,10,67,0,2.75,False
1695,Customer Support,Female,38,Developer,2022-07-07 08:03:05.556036,2,Master,2,6000.0,46,9,2,8,50,3,92,2,2.67,False
1696,Sales,Female,51,Analyst,2022-09-25 08:03:05.556036,1,PhD,3,5200.0,36,16,5,0,25,8,34,1,3.99,False
1697,Marketing,Female,37,Consultant,2015-03-06 08:03:05.556036,9,Bachelor,2,6600.0,52,20,27,7,0,15,91,0,4.65,False
1698,HR,Male,34,Engineer,2024-06-05 08:03:05.556036,0,Bachelor,2,7200.0,58,40,1,3,25,14,6,1,2.31,False
1699,Finance,Female,37,Engineer,2024-02-10 08:03:05.556036,0,Bachelor,5,9000.0,50,13,0,7,100,13,31,0,4.65,False
1700,Marketing,Female,50,Analyst,2019-10-17 08:03:05.556036,4,High School,3,5200.0,37,25,19,2,50,3,85,2,3.14,False
1701,Customer Support,Female,59,Developer,2024-08-01 08:03:05.556036,0,Bachelor,3,6500.0,45,28,23,7,100,10,65,0,2.48,False
1702,Sales,Male,30,Analyst,2023-03-27 08:03:05.556036,1,Bachelor,4,5600.0,33,17,15,3,100,16,16,0,1.6,False
1703,Legal,Male,23,Developer,2020-05-15 08:03:05.556036,4,Bachelor,3,6500.0,31,33,13,7,0,2,74,0,1.41,False
1704,Engineering,Male,34,Technician,2018-12-03 08:03:05.556036,5,Bachelor,4,4900.0,43,44,16,4,50,6,27,2,1.07,False
1705,Finance,Male,53,Manager,2024-07-27 08:03:05.556036,0,Bachelor,1,6600.0,37,6,9,12,100,12,88,2,4.8,False
1706,Engineering,Male,31,Manager,2019-11-16 08:03:05.556036,4,Bachelor,1,6600.0,54,39,18,14,50,2,94,2,2.96,True
1707,Operations,Female,55,Analyst,2018-12-26 08:03:05.556036,5,High School,2,4800.0,56,0,22,14,50,5,1,1,4.95,False
